,url,name,price estimation,time prep,time cook,time rest,kcal per portion,ingredients,quantities,,,,,,,,,,,,,,,,,,,,,,,,
437,https://jow.fr/recipes/quiche-betterave-chevre-noix-87ml5uject846gf401i8,Quiche betterave chèvre noix,-2 € par portion,10 minutes,50 minutes,0 minutes,379 kcal,"['Œuf', 'Crème liquide', 'Pâte brisée', 'Chèvre frais', 'Betterave (cuite)', 'Noix', 'oignons""]']",['3  ', '17 cl', '1  ', '100 g', '400 g', '20 g', '4 càc'],,,,,,,,,,,,,,,,,,
438,https://jow.fr/recipes/risotto-aux-champignons-87m46wbmfe2cd5ft008w,Risotto aux champignons,-2 € par portion,6 minutes,25 minutes,0 minutes,378 kcal,['Riz (Arborio)', 'Champignons bruns', 'Bouillon de légumes (cube)', 'Parmesan (râpé)', 'Vin blanc', 'Échalote', 'Salade (roquette)', 'Ail'],['70 g', '100 g', '1/4  ', '1 càs', '2 cl', '1/4  ', '1 poignée', '1/4 gou.'],,,,,,,,,,
439,https://jow.fr/recipes/patates-douces-roties-au-roquefort-87m4ktnmfe2cd5ft00em,Patates douces rôties au roquefort,2 € et 4 € par portion,3 minutes,45 minutes,0 minutes,373 kcal,['Patate douce', 'Roquefort', 'Noix', 'Salade (roquette)', 'Crème fraîche'],['200 g', '30 g', '10 g', '1 poignée', '1 càc'],,,,,,,,,,,,,,,,
440,https://jow.fr/recipes/conchiglioni-truite-et-brocoli-87m6668yfe2cd5ft00qq,Conchiglioni truite et brocoli,2 € et 4 € par portion,10 minutes,20 minutes,0 minutes,534 kcal,['Pâtes (conchiglioni)', 'Truite fumée', 'Brocoli (frais)', 'Ricotta', 'Menthe (feuilles)', 'Citron jaune'],['100 g', '1 tran.', '80 g', '1 càs', '1/10 bou.', '1/4  '],,,,,,,,,,,,,,
444,https://jow.fr/recipes/italian-burger-87qa8ck58pgw6wh21aue,Italian burger,2 € et 4 € par portion,9 minutes,40 minutes,0 minutes,845 kcal,['Sauce pesto', 'Mozzarella (boule)', 'Bœuf (steak haché frais)', 'Pommes de terre', 'Pain burger', 'Tomate', 'Origan (séché)', 'Salade (roquette)'],['1/2 càs', '1/2  ', '1  ', '150 g', '1  ', '1/4  ', '1 pinc.', '1 poignée'],,,,,,,,,,
445,https://jow.fr/recipes/salmon-burger-87qoho0ycgxujiqh0v1u,Salmon burger,+4 € par portion,9 minutes,40 minutes,0 minutes,904 kcal,['Crème fraîche', 'Citron jaune', 'Épinard (frais)', 'Avocat', 'Saumon (frais)', 'Pain burger', 'Pommes de terre', 'Ciboulette'],['1/2 càs', '1/8  ', '1 poignée', '1/2  ', '1  ', '1  ', '150 g', '1/10 bou.'],,,,,,,,,,
446,https://jow.fr/recipes/classic-cheeseburger-87qad40l8pgw6wh21ax4,Classic Cheeseburger,2 € et 4 € par portion,9 minutes,40 minutes,0 minutes,745 kcal,['Yellow mustard', 'Ketchup', 'Oignon rouge', 'Pommes de terre', 'Salade (coeur de laitue)', 'Pain burger', 'Cheddar (tranches)', 'Bœuf (steak haché frais)'],['1/2 càc', '1 càc', '1/8  ', '150 g', '10 g', '1  ', '1 tran.', '1  '],,,,,,,,,,
447,https://jow.fr/recipes/super-bacon-burger-87qa2fth8pgw6wh21aoo,Super Bacon Burger ,2 € et 4 € par portion,9 minutes,40 minutes,0 minutes,929 kcal,"['Oignon rouge', 'Cheddar (tranches)', 'Bœuf (steak haché frais)', 'Pommes de terre', 'Salade (coeur de laitue)', 'Pain burger', 'Moutarde', 'érable"", ', ', ', ']']",['1/8  ', '1 tran.', '1  ', '150 g', '10 g', '1  ', '1 càc', '1 càs', '2 tran.', '1 càc'],,,,,,,,,,,,,,,
448,https://jow.fr/recipes/tatin-d-oignons-87qajclx8pgw6wh21b22,Tatin d'oignons,-2 € par portion,10 minutes,40 minutes,0 minutes,368 kcal,['Oignon jaune', 'Pâte brisée', 'Vinaigre balsamique', 'Sucre (en poudre)'],['700 g', '1  ', '4 càc', '20 g'],,,,,,,,,,,,,,,,,,
451,https://jow.fr/recipes/farfalles-automnales-87uxajb35ag2l2to01hr,Farfalles automnales,-2 € par portion,5 minutes,13 minutes,0 minutes,492 kcal,['Pâtes (Farfalles)', 'Champignons de Paris (frais)', 'Chèvre frais', 'Épinard (frais)', 'Ail'],['100 g', '100 g', '30 g', '1 poignée', '1/4 gou.'],,,,,,,,,,,,,,,,
452,https://jow.fr/recipes/risotto-au-potimarron-87wpgyonht0603ip0tmk,Risotto au potimarron,2 € et 4 € par portion,6 minutes,25 minutes,0 minutes,543 kcal,['Riz (Arborio)', 'Potimarron', 'Bouillon de légumes (cube)', 'Vin blanc', 'Échalote', 'Noisette', 'Parmesan (râpé)'],['70 g', '1/4  ', '1/4  ', '2 cl', '1/4  ', '10 g', '20 g'],,,,,,,,,,,,
458,https://jow.fr/recipes/soupe-potimarron-et-jambon-87yhc5v44xvk3apd19l4,Soupe potimarron & jambon,2 € et 4 € par portion,5 minutes,20 minutes,0 minutes,457 kcal,['Potimarron', 'Crème liquide', 'Jambon cru', 'Échalote'],['1/2  ', '5 cl', '1 tran.', '1/2  '],,,,,,,,,,,,,,,,,,
460,https://jow.fr/recipes/riz-a-la-parisienne-87yhkn8w4xvk3apd19md,Riz à la parisienne,-2 € par portion,4 minutes,15 minutes,0 minutes,402 kcal,['Riz', 'Crème fraîche', 'Champignons de Paris (frais)', 'Ail', 'Persil (frais)'],['70 g', '1 càs', '100 g', '1/4 gou.', '1/10 bou.'],,,,,,,,,,,,,,,,
462,https://jow.fr/recipes/granola-aux-graines-87zmip0v3eolcj6817l0,Granola aux graines,,6 minutes,20 minutes,0 minutes,595 kcal,"['Graines de courge', 'Graines de sésame', 'Graines de tournesol', 'Avoine (flocons)', 'érable"", ""Huile d', 'Amandes (effilées)']",['75 g', '25 g', '75 g', '250 g', '90 g', '4 cl', '75 g'],,,,,,,,,,,,,,,,,,
463,https://jow.fr/recipes/granola-a-la-cannelle-8805l0y047bpliev0jgg,Granola à la cannelle,,5 minutes,20 minutes,0 minutes,529 kcal,"['Noix de pécan', 'Pistaches (grillées)', 'Avoine (flocons)', 'érable"", ""Huile d', 'Cannelle (en poudre)', 'Raisins secs']",['75 g', '75 g', '250 g', '90 g', '4 cl', '1 càc', '50 g'],,,,,,,,,,,,,,,,,,
465,https://jow.fr/recipes/granola-coco-miel-8803dijsgz6clz1a0aig,Granola coco miel,,5 minutes,20 minutes,0 minutes,952 kcal,['Avoine (flocons)', 'Noisette', 'Amandes (effilées)', 'Miel (liquide)', 'Huile de coco', 'Noix de coco (chips)', 'Vanille (extrait)'],['250 g', '100 g', '100 g', '75 g', '5 cl', '250 g', '1 càc'],,,,,,,,,,,,
468,https://jow.fr/recipes/raviolis-a-la-creme-de-champignons-8844jvfv4rom7wsn0m18,Raviolis à la crème de champignons,2 € et 4 € par portion,6 minutes,14 minutes,0 minutes,535 kcal,['Ravioli (aux champignons)', 'Crème fraîche', 'Champignons de Paris (frais)', 'Ail', 'Cognac', 'Parmesan (râpé)'],['125 g', '1 càs', '100 g', '1/4 gou.', '1/2 càs', '1/2 càs'],,,,,,,,,,,,,,
471,https://jow.fr/recipes/couscous-aux-legumes-d-hiver-886n4vn5ajece9sn0i7l,Couscous aux légumes d'hiver,-2 € par portion,9 minutes,35 minutes,0 minutes,483 kcal,['Carotte (frais)', 'Poireau', 'Oignon jaune', 'Bouillon de légumes (cube)', 'Pois chiches (cuits)', 'Harissa (pâte)', 'Ras el hanout', 'Semoule', 'Navet'],['100 g', '50 g', '1/4  ', '1/4  ', '50 g', '1/4 càc', '1/2 càc', '70 g', '60 g'],,,,,,,,
475,https://jow.fr/recipes/salade-poire-et-roquefort-887s1ruthri8afth10ia,Salade poire & roquefort,-2 € par portion,0 minutes,5 minutes,0 minutes,382 kcal,"['Poire', 'Roquefort', 'Pistaches (grillées)', 'ancienne"", ', ', ', ']']",['1/2  ', '30 g', '15 g', '1/2 càc', '1 càc', '2 poignées'],,,,,,,,,,,,,,,,,,,
478,https://jow.fr/recipes/soupe-de-lentilles-et-patates-douces-888bawml2dqafvvn09da,Soupe de lentilles & patates douces,-2 € par portion,5 minutes,25 minutes,0 minutes,258 kcal,['Lentilles (à cuire)', 'Patate douce', 'Carotte (frais)', 'Oignon jaune', 'Bouquet garni'],['30 g', '100 g', '70 g', '1/4  ', '1/4  '],,,,,,,,,,,,,,,,
480,https://jow.fr/recipes/poelee-de-patate-douce-et-feta-88cjj8y07cvkioqn174z,Poêlée de patate douce & feta,-2 € par portion,6 minutes,20 minutes,0 minutes,403 kcal,"['Patate douce', 'Œuf', 'Feta', 'Persil (frais)', 'Espelette"", ', ']']",['200 g', '1  ', '40 g', '1/10 bou.', '1/2 pinc.', '1/4 gou.'],,,,,,,,,,,,,,,,,,,
481,https://jow.fr/recipes/bouillon-quinoa-crevette-88b97jnh7zmt4r6e1bzz,Bouillon quinoa crevette,2 € et 4 € par portion,6 minutes,33 minutes,0 minutes,289 kcal,['Carotte (frais)', 'Quinoa (cru)', 'Épinard (frais)', 'Crevette (cuite)', 'Oignon jaune', 'Ail', 'Citron jaune', 'Bouillon de volaille (cube)'],['60 g', '40 g', '20 g', '50 g', '1/4  ', '1/4 gou.', '1/4  ', '1/4  '],,,,,,,,,,
484,https://jow.fr/recipes/gnocchis-gratines-au-gorgonzola-88czggme40a9itvu0wdt,Gnocchis gratinés au gorgonzola,-2 € par portion,3 minutes,14 minutes,0 minutes,577 kcal,['Gnocchi (à poêler)', 'Gorgonzola', 'Noix', 'Crème liquide'],['150 g', '40 g', '10 g', '2 cl'],,,,,,,,,,,,,,,,,,
486,https://jow.fr/recipes/tomato-vegan-pasta-88fc5ttpgidt5eue00jg,Tomato vegan pasta,-2 € par portion,3 minutes,15 minutes,0 minutes,630 kcal,['Pâtes (Rigatoni)', 'Tomate (purée)', 'Origan (séché)', 'Bouillon de légumes (cube)', 'Ail', 'Chapelure'],['150 g', '100 g', '1 pinc.', '1/4  ', '1/2 gou.', '1/2 càs'],,,,,,,,,,,,,,
487,https://jow.fr/recipes/pasta-carbo-poireaux-88d6f32k40s42raj0tru,Pasta carbo poireaux,-2 € par portion,8 minutes,15 minutes,0 minutes,625 kcal,['Pâtes (Linguine)', 'Poireau', 'Parmesan (râpé)', 'Œuf', 'Lardons'],['100 g', '1/2  ', '15 g', '1/2  ', '50 g'],,,,,,,,,,,,,,,,
488,https://jow.fr/recipes/bouillon-de-gnocchis-au-parmesan-88fbeogc40s42raj0uic,Bouillon de gnocchis au parmesan,-2 € par portion,3 minutes,11 minutes,0 minutes,452 kcal,['Gnocchi (à poêler)', 'Oignon jaune', 'Ail', 'Bouillon de légumes (cube)', 'Parmesan (morceaux)', 'Crème fraîche'],['100 g', '1/4  ', '1/4 gou.', '1/4  ', '40 g', '1/2 càs'],,,,,,,,,,,,,,
489,https://jow.fr/recipes/poireaux-gratines-au-jambon-88fi2cnn954hhii00jcp,Poireaux gratinés au jambon,2 € et 4 € par portion,9 minutes,50 minutes,0 minutes,525 kcal,['Poireau', 'Jambon blanc', 'Crème liquide', 'Fromage râpé'],['1  ', '1 tran.', '10 cl', '25 g'],,,,,,,,,,,,,,,,,,
490,https://jow.fr/recipes/soupe-potimarron-et-jambon-88fi08sz954hhii00jbh,Soupe potimarron & jambon,2 € et 4 € par portion,8 minutes,18 minutes,0 minutes,457 kcal,['Potimarron', 'Crème liquide', 'Jambon cru', 'Échalote'],['1/2  ', '5 cl', '1 tran.', '1/2  '],,,,,,,,,,,,,,,,,,
491,https://jow.fr/recipes/soupe-de-lentilles-et-patates-douces-88fihcwj954hhii00jmr,Soupe de lentilles & patates douces,-2 € par portion,8 minutes,50 minutes,0 minutes,258 kcal,['Lentilles (à cuire)', 'Patate douce', 'Carotte (frais)', 'Oignon jaune', 'Bouquet garni'],['30 g', '100 g', '70 g', '1/4  ', '1/4  '],,,,,,,,,,,,,,,,
494,https://jow.fr/recipes/bouillon-quinoa-crevette-88fich3n954hhii00jir,Bouillon quinoa crevette,2 € et 4 € par portion,8 minutes,29 minutes,0 minutes,289 kcal,['Carotte (frais)', 'Quinoa (cru)', 'Épinard (frais)', 'Crevette (cuite)', 'Oignon jaune', 'Ail', 'Citron jaune', 'Bouillon de volaille (cube)'],['60 g', '40 g', '20 g', '50 g', '1/4  ', '1/4 gou.', '1/4  ', '1/4  '],,,,,,,,,,
496,https://jow.fr/recipes/dahl-patates-douces-et-lentilles-corail-88fxaikz954hhii00k75,Dahl patates douces & lentilles corail,-2 € par portion,6 minutes,28 minutes,0 minutes,546 kcal,['Quinoa (cru)', 'Lentilles corail', 'Patate douce', 'Lait de coco', 'Curcuma (poudre)', 'Cumin (moulu)', 'Coriandre (frais)', 'Bouillon de légumes (cube)', 'Oignon jaune'],['60 g', '25 g', '100 g', '5 cl', '1/4 càc', '1/4 càc', '1/10 bou.', '1/4  ', '1/4  '],,,,,,,,
497,https://jow.fr/recipes/riz-au-lait-coco-88fxijyr954hhii00k8w,Riz au lait coco,,6 minutes,33 minutes,0 minutes,301 kcal,['Riz (Arborio)', 'Lait de coco', 'Citron vert', 'Noix de coco (râpée)', 'Sucre (en poudre)'],['25 g', '8 cl', '1/4  ', '5 g', '1/2 càs'],,,,,,,,,,,,,,,,
498,https://jow.fr/recipes/dahl-patates-douces-et-lentilles-corail-88fzli1f954hhii00ktv,Dahl patates douces & lentilles corail,-2 € par portion,6 minutes,20 minutes,0 minutes,546 kcal,['Quinoa (cru)', 'Lentilles corail', 'Patate douce', 'Lait de coco', 'Curcuma (poudre)', 'Cumin (moulu)', 'Coriandre (frais)', 'Bouillon de légumes (cube)', 'Oignon jaune'],['60 g', '25 g', '100 g', '5 cl', '1/4 càc', '1/4 càc', '1/10 bou.', '1/4  ', '1/4  '],,,,,,,,
499,https://jow.fr/recipes/risotto-au-potimarron-88fj87mb954hhii00jq3,Risotto au potimarron,2 € et 4 € par portion,8 minutes,36 minutes,0 minutes,543 kcal,['Riz (Arborio)', 'Potimarron', 'Bouillon de légumes (cube)', 'Vin blanc', 'Échalote', 'Noisette', 'Parmesan (râpé)'],['70 g', '1/4  ', '1/4  ', '2 cl', '1/4  ', '10 g', '20 g'],,,,,,,,,,,,
500,https://jow.fr/recipes/riz-au-lait-calin-88fxk49f954hhii00kd9,Riz au lait câlin,,6 minutes,33 minutes,0 minutes,363 kcal,"['Riz (Arborio)', 'Lait de coco', 'Amandes (effilées)', 'érable""]']",['25 g', '8 cl', '15 g', '1 càs'],,,,,,,,,,,,,,,,,,,,,
501,https://jow.fr/recipes/risotto-aux-champignons-88fwcccz954hhii00k0f,Risotto aux champignons,-2 € par portion,6 minutes,21 minutes,0 minutes,378 kcal,['Riz (Arborio)', 'Champignons bruns', 'Bouillon de légumes (cube)', 'Parmesan (râpé)', 'Vin blanc', 'Échalote', 'Ail', 'Salade (roquette)'],['70 g', '100 g', '1/4  ', '1 càs', '2 cl', '1/4  ', '1/4 gou.', '1 poignée'],,,,,,,,,,
502,https://jow.fr/recipes/riz-au-lait-calin-88fy1mz7954hhii00kkb,Riz au lait câlin,,5 minutes,10 minutes,0 minutes,310 kcal,"['Riz (Arborio)', 'Lait de coco', 'Amandes (effilées)', 'érable""]']",['25 g', '5 cl', '15 g', '1 càs'],,,,,,,,,,,,,,,,,,,,,
503,https://jow.fr/recipes/riz-au-lait-coco-88fy0eqb954hhii00kio,Riz au lait coco,,5 minutes,15 minutes,0 minutes,301 kcal,['Riz (Arborio)', 'Lait de coco', 'Citron vert', 'Noix de coco (râpée)', 'Sucre (en poudre)'],['25 g', '8 cl', '1/4  ', '5 g', '1/2 càs'],,,,,,,,,,,,,,,,
505,https://jow.fr/recipes/risotto-aux-poivrons-88fw0plf954hhii00jvd,Risotto aux poivrons,-2 € par portion,6 minutes,25 minutes,0 minutes,377 kcal,['Riz (Arborio)', 'Poivron rouge', 'Bouillon de légumes (cube)', 'Parmesan (râpé)', 'Vin blanc', 'Échalote'],['70 g', '1/2  ', '1/4  ', '1 càs', '2 cl', '1/4  '],,,,,,,,,,,,,,
508,https://jow.fr/recipes/boeuf-thai-88g19vv7954hhii00lrb,Bœuf thaï,+4 € par portion,6 minutes,20 minutes,0 minutes,572 kcal,['Sauce soja salée', 'Oignon jaune', 'Gingembre (frais)', 'Bœuf (bavette)', 'Riz', 'Salade (roquette)', 'Citron vert'],['1 càs', '1/4  ', '1 cm', '1  ', '70 g', '1 poignée', '1/4  '],,,,,,,,,,,,
509,https://jow.fr/recipes/dinde-aux-marrons-et-puree-maison-88g3jlhv954hhii00n7j,Dinde aux marrons & purée maison,2 € et 4 € par portion,5 minutes,15 minutes,0 minutes,585 kcal,['Pommes de terre', 'Beurre', 'Dinde (escalope)', 'Marrons (cuits en conserve)', 'Lait'],['250 g', '20 g', '1  ', '50 g', '5 cl'],,,,,,,,,,,,,,,,
511,https://jow.fr/recipes/boeuf-thai-88g1j0yb954hhii00m1k,Bœuf thaï,+4 € par portion,3 minutes,11 minutes,0 minutes,531 kcal,['Sauce soja salée', 'Oignon jaune', 'Gingembre (frais)', 'Bœuf (bavette)', 'Riz', 'Salade (roquette)', 'Citron vert'],['1 càs', '1/4  ', '1 cm', '1  ', '70 g', '1 poignée', '1/4  '],,,,,,,,,,,,
514,https://jow.fr/recipes/biryani-de-crevettes-88g3gryr954hhii00n1x,Biryani de crevettes,2 € et 4 € par portion,5 minutes,16 minutes,0 minutes,596 kcal,['Amandes (entières)', 'Riz', 'Raisins secs', 'Lait de coco', 'Curry (poudre)', 'Crevettes (crues/surgelées)', 'Cardamome (poudre)', 'Oignon jaune'],['10 g', '80 g', '5 g', '5 cl', '1/2 càc', '80 g', '1 pinc.', '1/4  '],,,,,,,,,,
515,https://jow.fr/recipes/biryani-de-crevettes-88g391g3954hhii00mr3,Biryani de crevettes,2 € et 4 € par portion,10 minutes,18 minutes,0 minutes,596 kcal,['Amandes (entières)', 'Riz', 'Raisins secs', 'Lait de coco', 'Curry (poudre)', 'Crevettes (crues/surgelées)', 'Cardamome (poudre)', 'Oignon jaune'],['10 g', '80 g', '5 g', '5 cl', '1/2 càc', '80 g', '1 pinc.', '1/4  '],,,,,,,,,,
517,https://jow.fr/recipes/salade-lentilles-sauce-yaourt-88goaxhjeyyffyhs0qwg,Salade lentilles sauce yaourt,2 € et 4 € par portion,5 minutes,2 minutes,0 minutes,673 kcal,['Avocat', 'Lentilles (cuites)', 'Salade (roquette)', 'Graines de courge', 'Yaourt nature', 'Curcuma (poudre)', 'Citron jaune'],['1  ', '130 g', '1 poignée', '15 g', '100 g', '1/4 càc', '1/4  '],,,,,,,,,,,,
518,https://jow.fr/recipes/carpaccio-de-saumon-88j0l0phgnr9j9az0d1a,Carpaccio de saumon,+4 € par portion,0 minutes,8 minutes,0 minutes,301 kcal,"['Saumon (cru)', 'Oignon rouge', 'Citron jaune', 'Câpres', 'olive""]']",['1  ', '1/4  ', '1/4  ', '1/2 càs', '1/2 càs'],,,,,,,,,,,,,,,,,,,,
519,https://jow.fr/recipes/gratin-dauphinois-88j21yhhgnr9j9az0d3w,Gratin dauphinois,-2 € par portion,10 minutes,1 heure,0 minutes,406 kcal,['Pommes de terre', 'Crème fraîche', 'Lait', 'Muscade', 'Ail'],['300 g', '1 càs', '15 cl', '1 pinc.', '1/4 gou.'],,,,,,,,,,,,,,,,
520,https://jow.fr/recipes/saucisse-epicee-aux-tomates-88j1dnmdgnr9j9az0d3l,Saucisse épicée aux tomates,2 € et 4 € par portion,5 minutes,10 minutes,0 minutes,619 kcal,['Tomate (chair)', 'Saucisse (fumée)', 'Oignon jaune', 'Ras el hanout', 'Harissa (pâte)', 'Semoule', 'Bouillon de légumes (cube)', 'Menthe (feuilles)'],['100 g', '1  ', '1/4  ', '1/2 càc', '1/4 càc', '70 g', '1/4  ', '1/10 bou.'],,,,,,,,,,
521,https://jow.fr/recipes/curry-de-pois-chiches-88jijog4dkfkezug18m4,Curry de pois chiches,-2 € par portion,5 minutes,14 minutes,0 minutes,610 kcal,['Pois chiches (cuits)', 'Riz', 'Oignon rouge', 'Tomate (chair)', 'Lait de coco', 'Ail', 'Curry (poudre)', 'Cumin (moulu)', 'Gingembre (moulu)', 'Coriandre (frais)'],['100 g', '70 g', '1/4  ', '100 g', '2 càs', '1/4 gou.', '1 càc', '1/2 càc', '1/2 càc', '1/10 bou.'],,,,,,
522,https://jow.fr/recipes/canard-et-ravioles-forestieres-88km7in6h82der0k00so,Canard & ravioles forestières,+4 € par portion,6 minutes,15 minutes,0 minutes,829 kcal,['Canard (magret)', 'Vin blanc', 'Parmesan (morceaux)', 'Ravioli (aux champignons)'],['1/2  ', '5 ml', '10 g', '125 g'],,,,,,,,,,,,,,,,,,
523,https://jow.fr/recipes/taboule-brocoli-et-pois-chiches-88lchczu14f53l4c0vhp,Taboulé brocoli & pois chiches,-2 € par portion,5 minutes,10 minutes,0 minutes,644 kcal,['Semoule', 'Brocoli (frais)', 'Pois chiches (cuits)', 'Bouillon de légumes (cube)', 'Citron jaune', 'Persil (frais)', 'Raisins secs'],['70 g', '1/4  ', '100 g', '1/4  ', '1/8  ', '1/10 bou.', '5 g'],,,,,,,,,,,,
527,https://jow.fr/recipes/boulettes-de-poulet-a-la-thai-88n1el1m14f53l4c0ww5,Boulettes de poulet à la thaï,+4 € par portion,8 minutes,10 minutes,0 minutes,678 kcal,['Poulet (escalope)', 'Lait de coco', 'Vermicelles de riz', 'Pâte de curry (vert)', 'Coriandre (frais)', 'Citron vert', 'Ail', 'Sauce soja sucrée'],['1  ', '5 cl', '100 g', '1/2 càc', '1/10 bou.', '1/4  ', '1/4 gou.', '1 càs'],,,,,,,,,,
528,https://jow.fr/recipes/bombay-potatoes-88n4hnpxgvjb3kke15u8,Bombay potatoes,2 € et 4 € par portion,11 minutes,34 minutes,0 minutes,317 kcal,['Pommes de terre', 'Oignon rouge', 'Garam masala', 'Tomate pelée', 'Petits pois (frais)', 'Cumin (moulu)', 'Ail', 'Coriandre (frais)'],['200 g', '1/4  ', '1 càc', '100 g', '100 g', '1 pinc.', '1/4 gou.', '1/10 bou.'],,,,,,,,,,
532,https://jow.fr/recipes/gratin-dauphinois-aux-morilles-88o6bbdhgvjb3kke18q3,Gratin dauphinois aux morilles,+4 € par portion,10 minutes,1 heure,0 minutes,418 kcal,['Pommes de terre', 'Crème fraîche', 'Lait', 'Muscade', 'Ail', 'Morilles (séchées)'],['300 g', '1 càs', '15 cl', '1 pinc.', '1/4 gou.', '5 g'],,,,,,,,,,,,,,
533,https://jow.fr/recipes/soupe-coco-curry-88ood93f9beb1bhp0uf2,Soupe coco curry,-2 € par portion,8 minutes,20 minutes,0 minutes,203 kcal,['Pommes de terre', 'Patate douce', 'Lait de coco', 'Curry (poudre)', 'Gingembre (frais)', 'Ail'],['80 g', '150 g', '1/2 càs', '1/2 càc', '1 cm', '1/4 gou.'],,,,,,,,,,,,,,
534,https://jow.fr/recipes/grilled-cheese-cochon-a-la-truffe-88ow11szihadcabt0lxm,Grilled cheese cochon à la truffe,2 € et 4 € par portion,5 minutes,4 minutes,0 minutes,630 kcal,['Pain de mie', 'Fromage frais', 'Comté', 'Jambon blanc', 'Ciboulette', 'Huile aromatisée à la truffe'],['4 tran.', '30 g', '15 g', '2 tran.', '1/10 bou.', '1/4 càs'],,,,,,,,,,,,,,
537,https://jow.fr/recipes/boeuf-facon-rossini-88pffknh86k7f6xu0t25,Bœuf façon Rossini,+4 € par portion,5 minutes,8 minutes,0 minutes,514 kcal,['Bœuf (tournedos)', 'Foie gras', 'Salade (mâche)', 'Beurre', 'Pain de mie'],['1  ', '30 g', '1 poignée', '10 g', '1 tran.'],,,,,,,,,,,,,,,,
538,https://jow.fr/recipes/salade-d-oranges-a-la-marocaine-88pfjuj186k7f6xu0t2f,Salade d'oranges à la marocaine,,0 minutes,5 minutes,0 minutes,72 kcal,"['Orange', 'Cannelle (en poudre)', 'oranger""]']",['1  ', '1/4 càc', '1/4 càs'],,,,,,,,,,,,,,,,,,,,,,
539,https://jow.fr/recipes/salade-de-pois-chiches-a-l-orange-88pgaj4d86k7f6xu0t2m,Salade de pois chiches à l'orange,-2 € par portion,0 minutes,5 minutes,0 minutes,653 kcal,['Orange', 'Pois chiches (cuits)', 'Salade (mélange mâche-roquette)', 'Persil (frais)', 'Vinaigre de vin blanc'],['1/2  ', '250 g', '1 poignée', '1/10 bou.', '1 càc'],,,,,,,,,,,,,,,,
541,https://jow.fr/recipes/oeufs-cocotte-au-saumon-88r2maym3zlvmap804gn,Œufs cocotte au saumon,2 € et 4 € par portion,3 minutes,10 minutes,0 minutes,484 kcal,['Œuf', 'Crème fraîche', 'Saumon (fumé)', 'Salade (mâche)', 'Pain de mie'],['2  ', '1 càs', '1 tran.', '2 poignées', '1 tran.'],,,,,,,,,,,,,,,,
544,https://jow.fr/recipes/salade-de-chevre-chaud-88va8zw7hgme7hm10n3m,Salade de chèvre chaud,2 € et 4 € par portion,4 minutes,5 minutes,0 minutes,470 kcal,['Salade (mâche)', 'Chèvre (crottin)', 'Pignons de pin', 'Herbes de Provence', 'Pain de mie'],['2 poignées', '1  ', '1/2 càs', '1 pinc.', '2 tran.'],,,,,,,,,,,,,,,,
545,https://jow.fr/recipes/ravioli-tomates-sechees-et-capres-88va0s6vhgme7hm10n2h,Ravioli, tomates séchées & câpres,2 € et 4 € par portion,6 minutes,10 minutes,0 minutes,507 kcal,['Ravioli (ricotta-épinards)', 'Tomates séchées', 'Épinard (frais)', 'Câpres', 'Artichauts marinés', 'Parmesan (morceaux)'],['125 g', '40 g', '1 poignée', '1/2 càs', '50 g', '10 g'],,,,,,,,,,,,,
546,https://jow.fr/recipes/risotto-de-quinoa-aux-carottes-88vacbzrhgme7hm10n8z,Risotto de quinoa aux carottes,-2 € par portion,6 minutes,30 minutes,0 minutes,537 kcal,['Quinoa (cru)', 'Carotte (frais)', 'Bouillon de légumes (cube)', 'Parmesan (râpé)', 'Vin blanc', 'Échalote', 'Persil (frais)', 'Noix de cajou'],['75 g', '100 g', '1/4  ', '1 càs', '2 cl', '1/4  ', '1/10 bou.', '20 g'],,,,,,,,,,
549,https://jow.fr/recipes/avocat-pamplemousse-et-betterave-88vbcgjbhgme7hm10nep,Avocat, pamplemousse & betterave,2 € et 4 € par portion,0 minutes,9 minutes,0 minutes,694 kcal,['Yaourt Grec', 'Betterave (cuite)', 'Pamplemousse', 'Avocat', 'Graines de tournesol', 'Menthe (feuilles)'],['2 càs', '100 g', '1  ', '1  ', '10 g', '1/10 bou.'],,,,,,,,,,,,,
550,https://jow.fr/recipes/salade-kiwi-clem-banana-88vtb4qfhgme7hm10nq7,Salade kiwi clem banana,,0 minutes,8 minutes,0 minutes,158 kcal,['Banane', 'Kiwi vert', 'Clémentine'],['1/2  ', '1  ', '1  '],,,,,,,,,,,,,,,,,,,,
551,https://jow.fr/recipes/endives-caramelisees-au-jambon-88x29ewnhgme7hm10ood,Endives caramélisées au jambon,2 € et 4 € par portion,6 minutes,20 minutes,0 minutes,384 kcal,['Endives', 'Jambon cru', 'Crème fraîche', 'Parmesan (râpé)', 'Beurre', 'Sucre (en poudre)'],['250 g', '2 tran.', '1 càs', '1 càs', '10 g', '1 càc'],,,,,,,,,,,,,,
